line,from_station,to_station,first_time,last_time
4, 园林路 , 罗家港 ,399,1359
,,,,
4, 罗家港 , 铁机路 ,390,1361
,,,,
4, 铁机路 , 岳家嘴 ,392,1363
,,,,
4, 岳家嘴 , 东亭 ,394,1365
,,,,
4, 东亭 , 青鱼嘴 ,390,1367
,,,,
4, 青鱼嘴 , 楚河汉街 ,392,1369
,,,,
4, 楚河汉街 , 洪山广场 ,394,1372
,,,,
4, 洪山广场 , 中南路 ,396,1374
,,,,
4, 中南路 , 梅苑小区 ,390,1376
,,,,
4, 梅苑小区 , 武昌火车站 ,392,1378
,,,,
4, 武昌火车站 , 首义路 ,395,1381
,,,,
4, 首义路 , 复兴路 ,390,1383
,,,,
4, 复兴路 , 拦江路 ,392,1385
,,,,
4, 拦江路 , 钟家村 ,396,1389
,,,,
4, 钟家村 , 汉阳火车站 ,398,1391
,,,,
4, 汉阳火车站 , 五里墩 ,390,1393
,,,,
4, 五里墩 , 七里庙 ,392,1396
,,,,
4, 七里庙 , 十里铺 ,390,1398
,,,,
4, 十里铺 , 王家湾 ,392,1400
,,,,
4, 王家湾 , 玉龙路 ,394,1402
,,,,
4, 玉龙路 , 永安堂 ,390,1404
,,,,
4, 永安堂 , 孟家铺 ,392,1406
,,,,
4, 孟家铺 , 黄金口 ,394,1409
,,,,
4, 黄金口 , 孟家铺 ,390,1350
,,,,
4, 孟家铺 , 永安堂 ,393,1353
,,,,
4, 永安堂 , 玉龙路 ,390,1355
,,,,
4, 玉龙路 , 王家湾 ,392,1358
,,,,
4, 王家湾 , 十里铺 ,394,1360
,,,,
4, 十里铺 , 七里庙 ,396,1362
,,,,
4, 七里庙 , 五里墩 ,398,1364
,,,,
4, 五里墩 , 汉阳火车站 ,390,1366
,,,,
4, 汉阳火车站 , 钟家村 ,392,1368
,,,,
4, 钟家村 , 拦江路 ,394,1371
,,,,
4, 拦江路 , 复兴路 ,396,1373
,,,,
4, 复兴路 , 首义路 ,390,1377
,,,,
4, 首义路 , 武昌火车站 ,392,1379
,,,,
4, 武昌火车站 , 梅苑小区 ,394,1381
,,,,
4, 梅苑小区 , 中南路 ,390,1383
,,,,
4, 中南路 , 洪山广场 ,392,1385
,,,,
4, 洪山广场 , 楚河汉街 ,394,1387
,,,,
4, 楚河汉街 , 青鱼嘴 ,396,1390
,,,,
4, 青鱼嘴 , 东亭 ,390,1392
,,,,
4, 东亭 , 岳家嘴 ,392,1394
,,,,
4, 岳家嘴 , 铁机路 ,394,1396
,,,,
4, 铁机路 , 罗家港 ,390,1398
,,,,
4, 罗家港 , 园林路 ,392,1400
,,,,
4, 园林路 , 仁和路 ,394,1403
,,,,
4, 仁和路 , 工业四路 ,390,1405
,,,,
4, 工业四路 , 杨春湖 ,392,1408
,,,,
4, 杨春湖 , 武汉火车站 ,394,1410
,,,,
6, 东风公司 , 车城东路 ,390,1350
,,,,
6, 车城东路 , 江城大道 ,392,1352
,,,,
6, 江城大道 , 老关村 ,395,1355
,,,,
6, 老关村 , 国博中心南 ,390,1359
,,,,
6, 国博中心南 , 国博中心北 ,392,1362
,,,,
6, 国博中心北 , 前进村 ,394,1364
,,,,
6, 前进村 , 建港 ,397,1367
,,,,
6, 建港 , 马鹦路 ,390,1369
,,,,
6, 马鹦路 , 钟家村 ,392,1371
,,,,
6, 钟家村 , 琴台 ,395,1374
,,,,
6, 琴台 , 武胜路 ,390,1376
,,,,
6, 武胜路 , 汉正街 ,393,1380
,,,,
6, 汉正街 , 六渡桥 ,395,1382
,,,,
6, 六渡桥 , 江汉路 ,397,1384
,,,,
6, 江汉路 , 大智路 ,390,1386
,,,,
6, 大智路 , 苗栗路 ,393,1389
,,,,
6, 苗栗路 , 香港路 ,395,1391
,,,,
6, 香港路 , 三眼桥 ,390,1394
,,,,
6, 三眼桥 , 唐家墩 ,392,1396
,,,,
6, 唐家墩 , 石桥 ,394,1398
,,,,
6, 石桥 , 杨汊湖 ,396,1401
,,,,
6, 杨汊湖 , 常青花园 ,390,1403
,,,,
6, 常青花园 , 轻工大学 ,393,1406
,,,,
6, 轻工大学 , 园博园北 ,395,1408
,,,,
6, 园博园北 , 金银湖 ,393,1410
,,,,
6, 金银湖 , 金银湖公园 ,392,1413
,,,,
6, 金银湖公园 , 金银湖 ,390,1350
,,,,
6, 金银湖 , 园博园北 ,393,1353
,,,,
6, 园博园北 , 轻工大学 ,396,1356
,,,,
6, 轻工大学 , 常青花园 ,398,1358
,,,,
6, 常青花园 , 杨汊湖 ,390,1360
,,,,
6, 杨汊湖 , 石桥 ,393,1363
,,,,
6, 石桥 , 唐家墩 ,395,1365
,,,,
6, 唐家墩 , 三眼桥 ,390,1368
,,,,
6, 三眼桥 , 香港路 ,392,1370
,,,,
6, 香港路 , 苗栗路 ,394,1372
,,,,
6, 苗栗路 , 大智路 ,396,1374
,,,,
6, 大智路 , 江汉路 ,390,1377
,,,,
6, 江汉路 , 六渡桥 ,392,1380
,,,,
6, 六渡桥 , 汉正街 ,395,1382
,,,,
6, 汉正街 , 武胜路 ,397,1384
,,,,
6, 武胜路 , 琴台 ,390,1386
,,,,
6, 琴台 , 钟家村 ,393,1390
,,,,
6, 钟家村 , 马鹦路 ,395,1392
,,,,
6, 马鹦路 , 建港 ,390,1394
,,,,
6, 建港 , 前进村 ,392,1397
,,,,
6, 前进村 , 国博中心北 ,394,1399
,,,,
6, 国博中心北 , 国博中心南 ,390,1402
,,,,
6, 国博中心南 , 老关村 ,391,1404
,,,,
6, 老关村 , 江城大道 ,394,1407
,,,,
6, 江城大道 , 车城东路 ,390,1410
,,,,
6, 车城东路 , 东风公司 ,393,1414
