line,from_station,to_station,first_time,last_time
2,"
								江苏路","
								中山公园",344,1406
2,"
								中山公园","
								娄山关路",347,1409
2,"
								娄山关路","
								威宁路",350,1412
2,"
								威宁路","
								北新泾",353,1415
2,"
								北新泾","
								淞虹路",355,1418
2,"
								淞虹路","
								虹桥2号航站楼 ",358,1420
2,"
								虹桥2号航站楼 ","
								虹桥火车站",365,1427
2,"
								虹桥火车站","
								徐泾东",367,1429
2,"
								金科路","
								广兰路",385,1422
2,"
								张江高科","
								金科路",382,1419
2,"
								龙阳路","
								张江高科",378,1415
2,"
								世纪公园","
								龙阳路",376,1413
2,"
								上海科技馆","
								世纪公园",374,1411
2,"
								世纪大道","
								上海科技馆",371,1408
2,"
								东昌路","
								世纪大道",368,1405
2,"
								陆家嘴","
								东昌路",366,1403
2,"
								南京东路","
								陆家嘴",363,1400
2,"
								人民广场","
								南京东路",361,1398
2,"
								南京西路","
								人民广场",358,1395
2,"
								静安寺","
								南京西路",355,1392
2,"
								江苏路","
								静安寺",352,1389
2,"
								中山公园","
								江苏路",350,1387
2,"
								娄山关路","
								中山公园",347,1384
2,"
								威宁路","
								娄山关路",344,1381
2,"
								北新泾","
								威宁路",342,1379
2,"
								淞虹路","
								北新泾",340,1377
2,"
								虹桥2号航站楼 ","
								淞虹路",333,1370
2,"
								虹桥火车站","
								虹桥2号航站楼 ",331,1368
2,"
								徐泾东","
								虹桥火车站",328,1365
7,"
								花木路","
								龙阳路",330,1350
7,"
								龙阳路","
								芳华路",333,1353
7,"
								芳华路","
								锦绣路",335,1355
7,"
								锦绣路","
								杨高南路",338,1358
